id	label	type
N4550	trip_1	syntactic
N4550	trip_1	translation
N4551	car_accident	syntactic
N4551	car_accident	translation
N4552	underwear_2	syntactic
N4552	underwear_2	translation
N4553	deaf_school	syntactic
N4553	deaf_school	translation
N4554	jacket_2	syntactic
N4554	jacket_2	translation
N4555	float_3	syntactic
N4555	float_3	translation
N4556	hairdryer_3	syntactic
N4556	hairdryer_3	translation
N4557	had_enough	syntactic
N4557	had_enough	translation
N4558	stack_4	syntactic
N4558	stack_4	translation
N4559	articulate_sign	syntactic
N4559	articulate_sign	translation
N4560	flashlight_1	syntactic
N4560	flashlight_1	translation
N4561	shave_2	syntactic
N4561	shave_2	translation
N4562	write_on_wall	syntactic
N4562	write_on_wall	translation
N4563	nothing_2	syntactic
N4563	nothing_2	translation
N4564	wrap_up	syntactic
N4564	wrap_up	translation
N4564	wrap_up	semantic
N4565	different_situation	syntactic
N4565	different_situation	translation
N4566	really_into	syntactic
N4566	really_into	translation
N4567	graduate_school	syntactic
N4567	graduate_school	translation
N4567	graduate_school	semantic
N4568	orange_throat	syntactic
N4568	orange_throat	translation
N4569	cool_5	syntactic
N4569	cool_5	translation
N4570	band_aid_1	syntactic
N4571	conduct_1	syntactic
N4571	conduct_1	translation
N4572	bag_2	syntactic
N4572	bag_2	translation
N4573	wrong_1	semantic
N4573	wrong_1	syntactic
N4574	dont_want	syntactic
N4574	dont_want	translation
N4575	what_2	syntactic
N4575	what_2	translation
N4576	sharp_1	syntactic
N4576	sharp_1	translation
N4577	sign_paper	syntactic
N4577	sign_paper	translation
N4578	story_1	syntactic
N4578	story_1	translation
N4579	necklace_2	syntactic
N4579	necklace_2	translation
N4580	razor_2	syntactic
N4580	razor_2	translation
N4581	all_day	syntactic
N4581	all_day	translation
N4582	guillotine_1	syntactic
N4582	guillotine_1	translation
N4583	hit_1	syntactic
N4583	hit_1	translation
N4584	deaf_1	syntactic
N4585	witch_2	syntactic
N4585	witch_2	translation
N4586	dark_1	syntactic
N4587	opinion_1	syntactic
N4587	opinion_1	translation
N4588	oh_i_see	syntactic
N4588	oh_i_see	translation
N4589	wash_1	syntactic
N4589	wash_1	translation
N4590	right_1	syntactic
N4590	right_1	translation
N4590	right_1	semantic
N4591	plow_2	syntactic
N4591	plow_2	translation
N4592	dont_like	syntactic
N4592	dont_like	translation
N4593	blow_candle_1	syntactic
N4593	blow_candle_1	translation
N4594	kangaroo_2	syntactic
N4594	kangaroo_2	translation
N4595	tie_2	syntactic
N4595	tie_2	translation
N4596	spread_3	syntactic
N4596	spread_3	translation
N4597	not_a_thing	syntactic
N4597	not_a_thing	translation
N4598	model_1	syntactic
N4598	model_1	translation
N4599	banana_2	syntactic
N4599	banana_2	translation
N4600	tend_your	syntactic
N4600	tend_your	translation
N4601	breakfast_1	syntactic
N4602	living_room	syntactic
N4602	living_room	translation
N4602	living_room	semantic
N4603	rocking_chair_2	syntactic
N4604	think_connect	syntactic
N4604	think_connect	translation
N4605	get_together	syntactic
N4605	get_together	translation
N4605	get_together	semantic
N4606	one_more_1	syntactic
N4606	one_more_1	translation
N4607	drown_4	syntactic
N4607	drown_4	translation
N4608	jump_rope	syntactic
N4608	jump_rope	translation
N4608	jump_rope	semantic
N4609	short_word	syntactic
N4609	short_word	translation
N4610	heart_touch	syntactic
N4610	heart_touch	translation
N4611	thought_disappear	syntactic
N4611	thought_disappear	translation
N4612	i_love_you	syntactic
N4612	i_love_you	translation
N4613	support_2	syntactic
N4613	support_2	translation
N4614	patient_2	semantic
N4614	patient_2	translation
N4614	patient_2	syntactic
N4615	produce_sign	syntactic
N4615	produce_sign	translation
N4616	empty_1	syntactic
N4616	empty_1	translation
N4617	swear_in	syntactic
N4617	swear_in	translation
N4618	cream_2	syntactic
N4618	cream_2	translation
N4619	erase_3	syntactic
N4619	erase_3	translation
N4620	peel_2	syntactic
N4620	peel_2	translation
N4621	temper_blow_up	syntactic
N4621	temper_blow_up	translation
N4622	wash_hands	syntactic
N4622	wash_hands	translation
N4623	back_out	syntactic
N4623	back_out	translation
N4623	back_out	semantic
N4624	noon_1	syntactic
N4625	envelope_2	syntactic
N4625	envelope_2	translation
N4626	wade_2	syntactic
N4626	wade_2	translation
N4627	lemon_2	syntactic
N4627	lemon_2	translation
N4628	look_back	syntactic
N4628	look_back	translation
N4628	look_back	semantic
N4629	tall_2	semantic
N4629	tall_2	syntactic
N4629	tall_2	translation
N4630	honey_2	syntactic
N4630	honey_2	translation
N4631	wristwatch_2	syntactic
N4631	wristwatch_2	translation
N4632	feed_1	syntactic
N4633	nail_clipper	syntactic
N4633	nail_clipper	translation
N4634	doctor_2	syntactic
N4634	doctor_2	translation
N4635	honey_1	syntactic
N4635	honey_1	translation
N4636	hard_of_hearing	syntactic
N4636	hard_of_hearing	translation
N4637	tie_up_1	syntactic
N4637	tie_up_1	translation
N4638	salt_shaker	syntactic
N4638	salt_shaker	translation
N4638	salt_shaker	semantic
N4639	tail_2	syntactic
N4639	tail_2	translation
N4640	going_through_a_hard_time	syntactic
N4640	going_through_a_hard_time	translation
N4641	hatch_2	syntactic
N4641	hatch_2	translation
N4642	meditate_2	syntactic
N4642	meditate_2	translation
N4643	hold_2	syntactic
N4643	hold_2	translation
N4644	strawberry_4	syntactic
N4644	strawberry_4	translation
N4645	fine_1	syntactic
N4645	fine_1	translation
N4646	dip_1	syntactic
N4646	dip_1	translation
N4647	videocamera_2	syntactic
N4647	videocamera_2	translation
N4648	open_wallet	syntactic
N4648	open_wallet	translation
N4649	cool_4	syntactic
N4650	eat_2	syntactic
N4650	eat_2	translation
N4651	stamp_1	syntactic
N4651	stamp_1	translation
N4652	eagle_2	syntactic
N4652	eagle_2	translation
N4653	make_believe	syntactic
N4653	make_believe	translation
N4654	cool_1	syntactic
N4654	cool_1	translation
N4655	bark_2	translation
N4655	bark_2	syntactic
N4656	strain_1	syntactic
N4656	strain_1	translation
N4657	handsome_2	syntactic
N4657	handsome_2	translation
N4658	lunch_2	syntactic
N4659	edit_2	syntactic
N4660	perfume_2	translation
N4660	perfume_2	syntactic
N4661	dress_up	syntactic
N4661	dress_up	semantic
N4662	contact_lens	syntactic
N4662	contact_lens	translation
N4662	contact_lens	semantic
N4663	he	syntactic
N4663	he	translation
N4663	he	semantic
N4664	trim_2	syntactic
N4664	trim_2	translation
N4665	hatch_1	syntactic
N4666	meditate_1	syntactic
N4667	lose_game	syntactic
N4667	lose_game	translation
N4668	blow_candle_2	syntactic
N4668	blow_candle_2	translation
N4669	glass_1	syntactic
N4669	glass_1	translation
N4671	glue_2	syntactic
N4671	glue_2	translation
N4672	microscope_3	syntactic
N4672	microscope_3	translation
N4673	toss_out	syntactic
N4673	toss_out	translation
N4673	toss_out	semantic
N4674	gate_close	syntactic
N4674	gate_close	translation
N4675	bowling_2	syntactic
N4675	bowling_2	translation
N4676	sweater_2	syntactic
N4676	sweater_2	translation
N4677	boiling_mad	syntactic
N4677	boiling_mad	translation
N4678	dip_3	syntactic
N4678	dip_3	translation
N4679	peel_1	syntactic
N4679	peel_1	translation
N4680	dont_know	syntactic
N4680	dont_know	translation
N4681	put_aside	syntactic
N4681	put_aside	translation
N4682	look_for	semantic
N4682	look_for	syntactic
N4682	look_for	translation
N4683	pineapple_5	syntactic
N4683	pineapple_5	translation
N4684	curtsey_1	syntactic
N4684	curtsey_1	translation
N4685	feed_2	syntactic
N4685	feed_2	translation
N4686	load_2	syntactic
N4686	load_2	translation
N4687	mechanic_1	semantic
N4687	mechanic_1	syntactic
N4687	mechanic_1	translation
N4688	pissed_off	syntactic
N4688	pissed_off	translation
N4688	pissed_off	semantic
N4689	hot_competition	syntactic
N4689	hot_competition	translation
N4690	bite_on_neck	syntactic
N4690	bite_on_neck	translation
N4691	hear_2	syntactic
N4691	hear_2	translation
N4692	kite_2	syntactic
N4692	kite_2	translation
N4693	want_2	syntactic
N4693	want_2	translation
N4694	wristwatch_3	syntactic
N4694	wristwatch_3	translation
N4695	kiss_on_cheek	syntactic
N4695	kiss_on_cheek	translation
N4696	sled_1	syntactic
N4696	sled_1	translation
N4697	dig_up	syntactic
N4697	dig_up	translation
N4697	dig_up	semantic
N4698	erase_5	syntactic
N4698	erase_5	translation
N4699	trim_1	syntactic
N4699	trim_1	translation
N4700	serve_1	syntactic
N4700	serve_1	translation
N4701	erase_4	syntactic
N4701	erase_4	translation
N4702	pillow_3	syntactic
N4702	pillow_3	translation
N4703	curtsey_2	syntactic
N4703	curtsey_2	translation
N4704	long_line	syntactic
N4704	long_line	translation
N4705	single_out	syntactic
N4705	single_out	translation
N4705	single_out	semantic
N4706	long_word	syntactic
N4706	long_word	translation
N4707	sharpen_3	syntactic
N4707	sharpen_3	translation
N4708	no_big_deal	syntactic
N4708	no_big_deal	translation
N4709	gloves_3	syntactic
N4709	gloves_3	translation
N4710	hold_together	syntactic
N4710	hold_together	translation
N4711	thank_you	syntactic
N4711	thank_you	translation
N4712	believe_2	syntactic
N4713	lamp_2	syntactic
N4713	lamp_2	translation
N4714	basket_2	syntactic
N4714	basket_2	translation
N4715	flashlight_3	syntactic
N4715	flashlight_3	translation
N4716	peach_2	syntactic
N4716	peach_2	translation
N4717	magnet_4	syntactic
N4717	magnet_4	translation
N4718	arrest_3	syntactic
N4718	arrest_3	translation
N4719	signing_fluently	syntactic
N4719	signing_fluently	translation
N4720	erase_2	syntactic
N4720	erase_2	translation
N4721	pipe_4	syntactic
N4721	pipe_4	translation
N4722	remember_2	syntactic
N4722	remember_2	translation
N4723	slip_1	syntactic
N4724	plug_2	syntactic
N4724	plug_2	translation
N4725	work_out	translation
N4725	work_out	syntactic
N4725	work_out	semantic
N4726	juice_1	syntactic
N4726	juice_1	translation
N4727	come_here	syntactic
N4727	come_here	translation
N4728	cloud_4	syntactic
N4728	cloud_4	translation
N4729	stack_3	syntactic
N4729	stack_3	translation
N4730	wash_face_2	syntactic
N4730	wash_face_2	translation
N4731	real_sick	syntactic
N4731	real_sick	translation
N4732	open_book	syntactic
N4732	open_book	translation
N4733	lobster_2	translation
N4733	lobster_2	syntactic
N4734	whistle_3	syntactic
N4734	whistle_3	translation
N4735	basketball_3	syntactic
N4736	develop_1	syntactic
N4737	new_york	semantic
N4737	new_york	syntactic
N4737	new_york	translation
N4738	circuswheel	syntactic
N4738	circuswheel	translation
N4739	know_nothing	syntactic
N4739	know_nothing	translation
N4740	we_will_see	syntactic
N4740	we_will_see	translation
N4741	fold_2	syntactic
N4741	fold_2	translation
N4742	duck_2	syntactic
N4742	duck_2	translation
N4743	each_other	syntactic
N4743	each_other	translation
N4744	eye_turn	syntactic
N4744	eye_turn	translation
N4745	candy_1	semantic
N4745	candy_1	syntactic
N4745	candy_1	translation
N4746	shake_2	syntactic
N4746	shake_2	translation
N4747	cry_4	syntactic
N4747	cry_4	translation
N4748	peel_3	syntactic
N4748	peel_3	translation
N4749	buckle_1	syntactic
N4749	buckle_1	translation
N4750	all_gone	syntactic
N4750	all_gone	translation
N4751	trip_2	syntactic
N4751	trip_2	translation
N4752	pizza_1	syntactic
N4752	pizza_1	translation
N4753	run_faucet	syntactic
N4753	run_faucet	translation
N4754	hairdryer_2	syntactic
N4754	hairdryer_2	translation
N4755	strawberry_3	syntactic
N4755	strawberry_3	translation
N4756	confused_2	syntactic
N4757	talk_dirty	syntactic
N4757	talk_dirty	translation
N4758	guillotine_2	syntactic
N4758	guillotine_2	translation
N4759	look_forward	syntactic
N4759	look_forward	translation
N4759	look_forward	semantic
N4760	wrong_2	syntactic
N4760	wrong_2	translation
N4761	rocket_1	syntactic
N4761	rocket_1	translation
N4762	kiss_2	syntactic
N4762	kiss_2	translation
N4763	elevator_2	syntactic
N4764	dedicate_2	syntactic
N4764	dedicate_2	translation
N4765	dedicate_1	syntactic
N4765	dedicate_1	translation
N4766	corn_2	syntactic
N4766	corn_2	translation
N4767	think_obsess	syntactic
N4767	think_obsess	translation
N4768	bow_2	syntactic
N4768	bow_2	translation
N4769	shovel_2	syntactic
N4769	shovel_2	translation
N4770	snowsuit	syntactic
N4770	snowsuit	translation
N4770	snowsuit	semantic
N4771	dont_mind	semantic
N4771	dont_mind	syntactic
N4771	dont_mind	translation
N4772	arm_3	syntactic
N4772	arm_3	translation
N4773	scar_memory	syntactic
N4773	scar_memory	translation
N4774	press_in_mind	syntactic
N4774	press_in_mind	translation
N4775	autism_2	syntactic
N4775	autism_2	translation
N4776	egg_beater	syntactic
N4776	egg_beater	translation
N4777	tow_3	syntactic
N4777	tow_3	translation
N4778	downsize_2	syntactic
N4778	downsize_2	translation
N4779	mcdonalds_2	syntactic
N4780	mop_2	syntactic
N4780	mop_2	translation
N4781	conduct_2	syntactic
N4781	conduct_2	translation
N4782	party_1	syntactic
N4783	catch_1	syntactic
N4784	bow_3	syntactic
N4784	bow_3	translation
N4785	bra_3	syntactic
N4785	bra_3	translation
N4786	run_out_of	syntactic
N4786	run_out_of	translation
N4787	foreigner_2	syntactic
N4787	foreigner_2	translation
N4788	about_1	syntactic
N4789	bored_2	syntactic
N4789	bored_2	translation
N4790	soon_1	syntactic
N4790	soon_1	translation
N4791	plow_1	syntactic
N4792	bark_1	syntactic
N4793	same_1	semantic
N4793	same_1	syntactic
N4793	same_1	translation
N4794	stack_1	syntactic
N4795	fed_up	syntactic
N4795	fed_up	translation
N4796	right_2	syntactic
N4796	right_2	translation
N4797	measure_2	syntactic
N4797	measure_2	translation
N4798	mix_1	syntactic
N4798	mix_1	translation
N4799	punch_face	syntactic
N4799	punch_face	translation
N4800	cross_3	syntactic
N4800	cross_3	translation
N4801	cheat_1	semantic
N4801	cheat_1	syntactic
N4801	cheat_1	translation
N4802	cheerleader_2	syntactic
N4802	cheerleader_2	translation
N4803	cry_2	syntactic
N4803	cry_2	translation
N4804	upset_2	syntactic
N4804	upset_2	translation
N4805	arm_2	syntactic
N4805	arm_2	translation
N4806	leave_alone	syntactic
N4806	leave_alone	translation
N4807	goody_goody_shoe_opposite	syntactic
N4807	goody_goody_shoe_opposite	translation
N4808	too_much	syntactic
N4808	too_much	translation
N4809	yawn_3	syntactic
N4809	yawn_3	translation
N4810	doesnt_matter	syntactic
N4810	doesnt_matter	translation
N4811	parachute_3	syntactic
N4811	parachute_3	translation
N4812	spit_out	syntactic
N4812	spit_out	translation
N4812	spit_out	semantic
N4813	lick_2	syntactic
N4813	lick_2	translation
N4814	cry_3	syntactic
N4814	cry_3	translation
N4815	somersault_2	syntactic
N4815	somersault_2	translation
N4816	closet_1	syntactic
N4816	closet_1	translation
N4817	third_1	syntactic
N4818	sign_language	syntactic
N4818	sign_language	translation
N4818	sign_language	semantic
N4819	think_ponder	syntactic
N4819	think_ponder	translation
N4820	shirt_2	syntactic
N4820	shirt_2	translation
N4821	all_over	syntactic
N4821	all_over	translation
N4822	white_person	syntactic
N4822	white_person	translation
N4823	get_information_out_of	syntactic
N4823	get_information_out_of	translation
N4824	baby_2	syntactic
N4824	baby_2	translation
N4825	pineapple_4	syntactic
N4825	pineapple_4	translation
N4826	mea_culpa	syntactic
N4826	mea_culpa	translation
N4827	toy_2	syntactic
N4827	toy_2	translation
N4828	mix_3	syntactic
N4828	mix_3	translation
N4829	square_idiot	syntactic
N4829	square_idiot	translation
N4830	pin_on	syntactic
N4830	pin_on	translation
N4831	stethoscope_4	syntactic
N4831	stethoscope_4	translation
N4832	elementary_school	syntactic
N4832	elementary_school	translation
N4833	cherry_2	syntactic
N4833	cherry_2	translation
N4834	chew_3	syntactic
N4834	chew_3	translation
N4835	spot_something	syntactic
N4835	spot_something	translation
N4836	breaktime	syntactic
N4836	breaktime	translation
N4837	from_then_on	syntactic
N4837	from_then_on	translation
N4838	convince_2	syntactic
N4838	convince_2	translation
N4839	throw_away	syntactic
N4839	throw_away	translation
N4840	roll_up_sleeves	syntactic
N4840	roll_up_sleeves	translation
N4841	twins_2	syntactic
N4842	propeller_1	syntactic
N4842	propeller_1	translation
N4843	spread_2	syntactic
N4843	spread_2	translation
N4844	eat_1	semantic
N4844	eat_1	syntactic
N4844	eat_1	translation
N4845	story_3	syntactic
N4845	story_3	translation
N4846	deal_cards	syntactic
N4846	deal_cards	translation
N4847	slice_4	syntactic
N4847	slice_4	translation
N4848	cat_2	syntactic
N4848	cat_2	translation
N4849	knitting_3	syntactic
N4849	knitting_3	translation
N4850	hear_1	syntactic
N4850	hear_1	translation
N4851	stand_1	syntactic
N4852	bake_2	syntactic
N4852	bake_2	translation
N4853	orange_eyes	syntactic
N4853	orange_eyes	translation
N4854	ribbon_award	syntactic
N4854	ribbon_award	translation
N4855	pour_2	syntactic
N4855	pour_2	translation
N4856	hand_soap	syntactic
N4856	hand_soap	translation
N4857	iron_2	syntactic
N4857	iron_2	translation
N4858	rhino_2	syntactic
N4858	rhino_2	translation
N4859	shark_2	syntactic
N4859	shark_2	translation
N4860	why_not	syntactic
N4860	why_not	translation
N4861	mexican_1	syntactic
N4861	mexican_1	translation
N4862	crash_plane	syntactic
N4862	crash_plane	translation
N4863	close_door	syntactic
N4863	close_door	translation
N4864	handsome_1	syntactic
N4864	handsome_1	translation
N4865	cracker_2	syntactic
N4865	cracker_2	translation
N4866	hearing_aid	semantic
N4866	hearing_aid	syntactic
N4866	hearing_aid	translation
N4867	cheat_2	syntactic
N4867	cheat_2	translation
N4868	even_1	syntactic
N4869	get_through	syntactic
N4869	get_through	translation
N4869	get_through	semantic
N4870	a–line_bob	syntactic
N4870	a–line_bob	translation
N4871	stand_up	syntactic
N4871	stand_up	translation
N4871	stand_up	semantic
N4872	thief_1	syntactic
N4872	thief_1	translation
N4873	not_yet	syntactic
N4873	not_yet	translation
N4874	ride_1	syntactic
N4874	ride_1	translation
N4875	friends_no_more_1	syntactic
N4875	friends_no_more_1	translation
N4876	hit_2	syntactic
N4876	hit_2	translation
N4877	cocacola	syntactic
N4877	cocacola	translation
N4878	mail_2	syntactic
N4878	mail_2	translation
N4879	sneak_adventure	syntactic
N4879	sneak_adventure	translation
N4880	move_down	syntactic
N4880	move_down	translation
N4881	boil_1	syntactic
N4882	cancer_2	syntactic
N4883	w.h.a.t	syntactic
N4883	w.h.a.t	translation
N4884	yawn_1	syntactic
N4884	yawn_1	translation
N4885	racecar_track	syntactic
N4885	racecar_track	translation
N4886	grow_up	syntactic
N4886	grow_up	translation
N4886	grow_up	semantic
N4887	blinds_1	syntactic
N4887	blinds_1	translation
N4888	dolphin_2	syntactic
N4888	dolphin_2	translation
N4889	yawn_4	syntactic
N4889	yawn_4	translation
N4890	car_battery	syntactic
N4890	car_battery	translation
N4890	car_battery	semantic
N4891	glass_2	syntactic
N4891	glass_2	translation
N4892	fishing_2	syntactic
N4892	fishing_2	translation
N4893	splash–ca	syntactic
N4893	splash–ca	translation
N4894	this/it	syntactic
N4894	this/it	translation
N4895	hands_off	syntactic
N4895	hands_off	translation
N4895	hands_off	semantic
N4896	heartbody	syntactic
N4896	heartbody	translation
N4897	smile_2	syntactic
N4897	smile_2	translation
N4898	corn_1	semantic
N4898	corn_1	syntactic
N4898	corn_1	translation
N4899	edit_1	syntactic
N4900	castle_3	syntactic
N4900	castle_3	translation
N4901	head_grind	syntactic
N4901	head_grind	translation
N4902	call_2	syntactic
N4902	call_2	translation
N4903	tie_up_2	syntactic
N4903	tie_up_2	translation
N4904	spill_1	syntactic
N4904	spill_1	translation
N4905	file_2	syntactic
N4905	file_2	translation
N4906	necklace_3	syntactic
N4906	necklace_3	translation
N4907	bite_on_arm	syntactic
N4907	bite_on_arm	translation
N4908	pet_2	syntactic
N4908	pet_2	translation
N4909	shoulder_3	syntactic
N4909	shoulder_3	translation
N4910	candy_2	syntactic
N4910	candy_2	translation
N4911	flashlight_4	syntactic
N4911	flashlight_4	translation
N4912	one_year_ago	syntactic
N4912	one_year_ago	translation
N4913	hoodie_1	syntactic
N4913	hoodie_1	translation
N4914	dog_3	syntactic
N4915	tow_2	syntactic
N4915	tow_2	translation
N4916	pick_2	syntactic
N4916	pick_2	translation
N4917	memorize_memorize	syntactic
N4917	memorize_memorize	translation
N4918	sled_2	syntactic
N4918	sled_2	translation
N4919	go_back_and_forth	syntactic
N4919	go_back_and_forth	translation
N4920	true_business	syntactic
N4920	true_business	translation
N4921	flipflops	syntactic
N4921	flipflops	translation
N4922	curl_2	syntactic
N4922	curl_2	translation
N4923	model_2	syntactic
N4923	model_2	translation
N4924	sunbathe_2	syntactic
N4924	sunbathe_2	translation
N4925	jacket_4	syntactic
N4925	jacket_4	translation
N4926	time_progress	syntactic
N4926	time_progress	translation
N4927	hoodie_2	syntactic
N4927	hoodie_2	translation
N4928	see_see	syntactic
N4928	see_see	translation
N4929	kiss_fist	syntactic
N4929	kiss_fist	translation
N4930	clock_2	syntactic
N4930	clock_2	translation
N4931	cancer_1	syntactic
N4932	freak_out	syntactic
N4932	freak_out	translation
N4932	freak_out	semantic
N4933	shark_1	syntactic
N4933	shark_1	translation
N4934	envelope_3	syntactic
N4934	envelope_3	translation
N4935	support_1	syntactic
N4935	support_1	translation
N4936	cheerleader_1	syntactic
N4937	wash_machine	syntactic
N4937	wash_machine	translation
N4938	hurdle_2	syntactic
N4939	special_1	syntactic
N4940	flip_switch	syntactic
N4940	flip_switch	translation
N4941	rest_all_day	syntactic
N4941	rest_all_day	translation
N4942	meat_2	syntactic
N4942	meat_2	translation
N4943	parachute_2	syntactic
N4943	parachute_2	translation
N4944	dont_need	syntactic
N4944	dont_need	translation
N4945	bat_3	syntactic
N4946	suspenders_2	syntactic
N4946	suspenders_2	translation
N4947	shoot_2	syntactic
N4947	shoot_2	translation
N4948	kick_2	syntactic
N4948	kick_2	translation
N4949	plug_1	syntactic
N4950	look_like	syntactic
N4950	look_like	translation
N4951	slice_1	syntactic
N4952	bow_4	syntactic
N4952	bow_4	translation
N4953	same_time	syntactic
N4953	same_time	translation
N4954	zoom_in	syntactic
N4954	zoom_in	translation
N4954	zoom_in	semantic
N4955	put_in_back_mind	syntactic
N4955	put_in_back_mind	translation
N4956	every_night	syntactic
N4956	every_night	translation
N4957	#5_dollars	semantic
N4957	#5_dollars	syntactic
N4957	#5_dollars	translation
N4958	next_to	syntactic
N4958	next_to	translation
N4959	high_heels	syntactic
N4959	high_heels	translation
N4960	spend_lots_of_money	syntactic
N4960	spend_lots_of_money	translation
N4961	float_1	syntactic
N4962	charge_card	syntactic
N4962	charge_card	translation
N4963	pop_2	syntactic
N4963	pop_2	translation
N4964	save_money	syntactic
N4964	save_money	translation
N4965	look_appearance	syntactic
N4965	look_appearance	translation
N4966	pipe_3	syntactic
N4966	pipe_3	translation
N4967	cloud_1	semantic
N4967	cloud_1	syntactic
N4968	decide_1	syntactic
N4969	axe_2	syntactic
N4970	oil_3	syntactic
N4970	oil_3	translation
N4971	red_faced	syntactic
N4971	red_faced	translation
N4972	magnify_1	syntactic
N4972	magnify_1	translation
N4973	patient_1	semantic
N4973	patient_1	syntactic
N4973	patient_1	translation
N4974	blow_mind	syntactic
N4974	blow_mind	translation
N4975	water_ski	syntactic
N4975	water_ski	translation
N4975	water_ski	semantic
N4976	shave_3	syntactic
N4976	shave_3	translation
N4977	#1_dollar	syntactic
N4977	#1_dollar	translation
N4978	cut_2	syntactic
N4978	cut_2	translation
N4979	fall_2	syntactic
N4979	fall_2	translation
N4980	strawberry_2	syntactic
N4980	strawberry_2	translation
N4981	off_the_point	syntactic
N4981	off_the_point	translation
N4982	order_1	syntactic
N4982	order_1	translation
N4983	sunday_2	translation
N4983	sunday_2	syntactic
N4984	soccer_2	syntactic
N4984	soccer_2	translation
N4985	dining_room	syntactic
N4985	dining_room	translation
N4985	dining_room	semantic
N4986	rocket_2	syntactic
N4986	rocket_2	translation
N4987	all_of_sudden	syntactic
N4987	all_of_sudden	translation
N4988	upset_1	syntactic
N4988	upset_1	translation
N4989	not_interested	syntactic
N4989	not_interested	translation
N4990	knight_5	syntactic
N4990	knight_5	translation
N4991	wrap_up_2	syntactic
N4991	wrap_up_2	translation
N4992	two_weeks	syntactic
N4992	two_weeks	translation
N4993	time_to_time	syntactic
N4993	time_to_time	translation
N4994	green_beans	syntactic
N4994	green_beans	translation
N4994	green_beans	semantic
N4995	shoulder_2	syntactic
N4995	shoulder_2	translation
N4996	slip_2	syntactic
N4996	slip_2	translation
N4997	absolutely_nothing	syntactic
N4997	absolutely_nothing	translation
N4998	dog_2	syntactic
N4998	dog_2	translation
N4999	cheese_grater	syntactic
N4999	cheese_grater	translation
N5000	tanktop	syntactic
N5000	tanktop	translation
N5001	very_interested	syntactic
N5001	very_interested	translation
N5002	russia_2	syntactic
N5002	russia_2	translation
N5003	windmill_3	syntactic
N5003	windmill_3	translation
N5004	pillow_2	syntactic
N5004	pillow_2	translation
N5005	profoundly_deaf	syntactic
N5005	profoundly_deaf	translation
N5006	close_eyes	syntactic
N5006	close_eyes	translation
N5007	lock_2	syntactic
N5007	lock_2	translation
N5008	slide_2	syntactic
N5008	slide_2	translation
N5009	shake_1	syntactic
N5009	shake_1	translation
N5010	scarf_3	syntactic
N5010	scarf_3	translation
N5011	go_to_jail	syntactic
N5011	go_to_jail	translation
N5012	think_penetrate	syntactic
N5012	think_penetrate	translation
N5013	knock_off	syntactic
N5013	knock_off	translation
N5013	knock_off	semantic
N5014	not_mind	syntactic
N5014	not_mind	translation
N5015	envelope_5	syntactic
N5015	envelope_5	translation
N5016	drink_2	syntactic
N5016	drink_2	translation
N5017	what_for	syntactic
N5017	what_for	translation
N5018	shoot_1	syntactic
N5019	computer_mouse	syntactic
N5019	computer_mouse	translation
N5019	computer_mouse	semantic
N5020	noon_2	syntactic
N5021	gun_2	syntactic
N5021	gun_2	translation
N5022	wash_face_1	syntactic
N5022	wash_face_1	translation
N5023	pizza_2	syntactic
N5023	pizza_2	translation
N5024	blinds_2	syntactic
N5024	blinds_2	translation
N5025	they_2	syntactic
N5026	only_one_2	syntactic
N5026	only_one_2	translation
N5027	think_chin	syntactic
N5027	think_chin	translation
N5042	1	phonological
N5042	1	systematicity
N5042	1	semantic
N5052	im	phonological
N5064	5	phonological
N5067	blouse, sweatshirt, t–shirt, shirt, top, woman	translation
N5069	imrp	phonological
N5077	crvd–5	phonological
N5079	8	phonological
N5081	cocked–8	phonological
N5095	3	phonological
N5095	3	semantic
N5115	bent–v	phonological
N5132	bent–1	phonological
N5137	single (relationship)	systematicity
N5141	flat_o	phonological
N5146	horns	phonological
N5151	open_b	phonological
N5189	curved_v	phonological
N5196	flat_b	phonological
N5200	crvd–3	phonological
N5217	flatspread_5	phonological
N5221	4	phonological
N5225	they	translation
N5226	go right, them, there, these	translation
N5232	6	phonological
N5243	psv	phonological
N5284	bent_1	phonological
N5302	bent_l	phonological
N5305	nature	semantic
N5306	object	systematicity
N5307	0	systematicity
N5307	0	phonological
N5354	transport	semantic
N5365	curved_5	phonological
N5446	baby_o	phonological
N5508	flat_v	phonological
N5529	closed_b	phonological
N5549	denial	translation
N5581	bent_v	phonological
N5667	open–8	phonological
N5670	imr	phonological
N5683	area (location)	systematicity
N5696	left (direction)	systematicity
N5707	doorknob, turn heat up	translation
N5729	exact, exactly, perfection, precisely	translation
N5736	7	phonological
N5756	animals	semantic
N5759	flat_h	phonological
N5781	flat_1	phonological
N5790	to refuse	systematicity
N5798	open_8	phonological
N5801	dactyl	systematicity
N5826	stacked_5	phonological
N5846	smoke (fire)	systematicity
N5890	spread_open_e	phonological
N5924	big nose, parrot, witch nose	translation
N5946	referee, umpire	translation
N5974	curtains, fence	translation
N5985	object+object	systematicity
N5987	#0+0	phonological
N5987	#0+0	systematicity
N5988	#1+1	systematicity
N5989	#1+0	systematicity
N5989	#1+0	phonological
N6026	prepare	translation
N6027	order, organize, plan, redirect, sequence	translation
N6035	open_h	phonological
N6050	one, one dollar	translation
N6063	food	semantic
N6063	food	translation
